8597.58761300 20.75840761 0.00205798 0
8601.59993000 20.74744919 0.00115772 0
8611.53773700 20.75047045 0.00141562 0
8613.52002200 20.74640459 0.00125770 0
8613.56145400 20.74956943 0.00118781 0
8614.56737600 20.75472457 0.00162708 0
8615.49530700 20.74638710 0.00141504 0
8615.53679600 20.74481305 0.00134335 0
8616.48169300 20.74763075 0.00097474 0
8616.57055200 20.74711201 0.00115177 0
8617.51073900 20.76209580 0.00122391 0
8617.56543300 20.76170536 0.00116565 0
8618.45983700 20.75904793 0.00138929 0
8626.52920200 20.76154881 0.00137406 0
8626.54709400 20.76007986 0.00137692 0
8627.52869200 20.75419189 0.00139528 0
8627.54659600 20.75428916 0.00139761 0
8636.50165000 20.74193232 0.00084051 0
8637.50694300 20.74334345 0.00102166 0
8638.50684400 20.76244034 0.00153637 0
8640.50523600 20.74750710 0.00183307 0
8641.50541600 20.74658317 0.00191880 0
8643.47869900 20.75864348 0.00105858 0
8644.47942500 20.75975279 0.00120411 0
8645.47754900 20.76032500 0.00126434 0
8656.46977600 20.75956805 0.00166880 0
8657.45295700 20.76039520 0.00128769 0
8794.84074000 20.75457196 0.00139802 0
8797.86315400 20.74556154 0.00184105 0
8808.85270600 20.74569429 0.00175028 0
8836.80362300 20.75295760 0.00140561 0
8837.81939500 20.74091873 0.00158509 0
8838.74678200 20.75081610 0.00139685 0
8839.79404700 20.76038149 0.00107000 0
8840.74399000 20.74518218 0.00082739 0
8842.74113700 20.76634957 0.00188326 0
8844.76675300 20.73589765 0.00083338 0
8846.73468800 20.73248728 0.00098983 0
8847.75607400 20.75232118 0.00100195 0
8848.67184100 20.76067921 0.00086674 0
8848.83858600 20.75842482 0.00106022 0
8849.69367600 20.75454572 0.00090092 0
8849.83293100 20.75039037 0.00097545 0
8850.65887600 20.75979173 0.00078039 0
8851.66452800 20.76303580 0.00089741 0
8851.77000700 20.76354174 0.00105369 0
8852.68131300 20.74494746 0.00103678 0
8853.72611900 20.74880550 0.00111587 0
8853.84098500 20.74849585 0.00132298 0
8854.68889400 20.77278399 0.00118386 0
8854.80817100 20.77180549 0.00124763 0
8855.80344600 20.75913587 0.00270838 0
8855.86083300 20.76352266 0.00126090 0
8866.69001000 20.76719591 0.00102389 0
8869.81710600 20.73388862 0.00085647 0
8871.74356200 20.75525640 0.00101527 0
8875.83129900 20.75738226 0.00094002 0
8876.70005000 20.74244486 0.00130484 0
8877.71729700 20.74378930 0.00105586 0
8879.80537500 20.76690339 0.00120961 0
8880.79380900 20.75285223 0.00098473 0
8882.81268700 20.73112956 0.00098595 0
8884.66806400 20.76413036 0.00186682 0
8885.72257800 20.75809390 0.00116582 0
8886.78152500 20.76208009 0.00093093 0
8893.68291500 20.73938536 0.00209336 0
8893.80068000 20.74041858 0.00101855 0
8897.77085200 20.74643129 0.00116934 0
8913.62581800 20.74338449 0.00105959 0
8914.69718700 20.74949659 0.00130740 0
8917.73159200 20.75230336 0.00101134 0
8918.69072600 20.74832594 0.00096017 0
8919.59795200 20.74732414 0.00144161 0
8920.65162800 20.74641146 0.00098053 0
8924.60634500 20.75597780 0.00103389 0
8925.62339600 20.74667563 0.00092269 0
8926.62490300 20.75934173 0.00090844 0
8927.66755300 20.77036372 0.00104472 0
8928.63069200 20.76230769 0.00097824 0
8929.66283000 20.74872838 0.00115391 0
8930.62108300 20.74376768 0.00189653 0
8931.65190000 20.74652299 0.00117671 0
8597.58761300 0.04819434 0.00411596 1
8601.59993000 0.05373727 0.00231543 1
8611.53773700 0.07271897 0.00283124 1
8613.52002200 0.05125639 0.00251539 1
8613.56145400 0.04063659 0.00237562 1
8614.56737600 0.04042047 0.00325415 1
8615.49530700 0.04625475 0.00283007 1
8615.53679600 0.04171374 0.00268670 1
8616.48169300 0.04820069 0.00194947 1
8616.57055200 0.04163264 0.00230353 1
8617.51073900 0.04266837 0.00244781 1
8617.56543300 0.03697382 0.00233130 1
8618.45983700 0.06611977 0.00277858 1
8626.52920200 0.03278617 0.00274812 1
8626.54709400 0.03164252 0.00275383 1
8627.52869200 0.04608807 0.00279057 1
8627.54659600 0.04019211 0.00279522 1
8636.50165000 0.05834465 0.00168102 1
8637.50694300 0.05573722 0.00204333 1
8638.50684400 0.03394476 0.00307275 1
8640.50523600 0.05556180 0.00366614 1
8641.50541600 0.04522296 0.00383761 1
8643.47869900 0.05116779 0.00211717 1
8644.47942500 0.04501221 0.00240822 1
8645.47754900 0.04602404 0.00252869 1
8656.46977600 0.05191978 0.00333760 1
8657.45295700 0.05134635 0.00257537 1
8794.84074000 0.04001202 0.00279604 1
8797.86315400 0.06151188 0.00368210 1
8808.85270600 0.06033291 0.00350057 1
8836.80362300 0.03977177 0.00281122 1
8837.81939500 0.04859844 0.00317017 1
8838.74678200 0.03504382 0.00279370 1
8839.79404700 0.04772259 0.00213999 1
8840.74399000 0.06152381 0.00165477 1
