2307.4279647 0.99998445 7.801e-05 K2
2307.44839678 1.00000683 7.801e-05 K2
2307.46882886 1.00000739 7.801e-05 K2
2307.48926093 0.99994303 7.801e-05 K2
2307.50969301 1.00000804 7.801e-05 K2
2307.53012508 1.00002756 7.801e-05 K2
2307.55055716 1.000022 7.801e-05 K2
2307.57098923 1.00004663 7.801e-05 K2
2307.5914214 0.99998112 7.801e-05 K2
2307.61185337 0.99998993 7.801e-05 K2
2307.63228545 0.99994906 7.801e-05 K2
2307.65271762 0.99999986 7.801e-05 K2
2307.67314959 1.00001987 7.801e-05 K2
2307.69358166 0.99941853 7.801e-05 K2
2307.71401383 0.99919771 7.801e-05 K2
2307.7344458 0.99925886 7.801e-05 K2
2307.75487797 0.99976668 7.801e-05 K2
2307.77531004 0.99996804 7.801e-05 K2
2307.79574201 1.00001797 7.801e-05 K2
2307.81617418 1.0000056 7.801e-05 K2
2307.83660625 1.00000284 7.801e-05 K2
2307.85703822 1.00001627 7.801e-05 K2
2307.87747038 0.99996357 7.801e-05 K2
2307.89790245 0.99997133 7.801e-05 K2
2307.91833452 0.99998309 7.801e-05 K2
2307.93876658 0.99998983 7.801e-05 K2
2307.95919865 0.9999994 7.801e-05 K2
2307.97963071 1.00003631 7.801e-05 K2
2308.00006278 1.0000707 7.801e-05 K2
2308.02049484 0.99994968 7.801e-05 K2
2309.08296169 1.0002259 7.801e-05 K2
2309.10339383 1.00008874 7.801e-05 K2
2309.12382587 1.00006388 7.801e-05 K2
2309.14425781 0.99994175 7.801e-05 K2
2309.16468995 0.99995669 7.801e-05 K2
2309.18512199 0.99991272 7.801e-05 K2
2309.20555393 0.99990638 7.801e-05 K2
2309.22598607 0.99992318 7.801e-05 K2
2309.24641811 0.99994791 7.801e-05 K2
2309.26685015 0.99987013 7.801e-05 K2
2309.28728219 0.9998559 7.801e-05 K2
2309.30771422 0.99987745 7.801e-05 K2
2309.32814626 0.99989203 7.801e-05 K2
2309.3485783 0.99991044 7.801e-05 K2
2309.36901033 0.99938402 7.801e-05 K2
2309.38944247 0.99923314 7.801e-05 K2
2309.4098744 0.99934251 7.801e-05 K2
2309.43030644 0.99992395 7.801e-05 K2
2309.45073857 1.00016073 7.801e-05 K2
2309.47117061 1.0002445 7.801e-05 K2
2309.49160254 1.00016076 7.801e-05 K2
2309.51203467 1.00012155 7.801e-05 K2
2309.53246671 1.00020663 7.801e-05 K2
2309.55289864 1.00008629 7.801e-05 K2
2309.57333077 1.00004958 7.801e-05 K2
2309.5937628 1.00007076 7.801e-05 K2
2309.61419473 1.00008418 7.801e-05 K2
2309.63462686 1.00008452 7.801e-05 K2
2309.65505879 1.00002962 7.801e-05 K2
2309.67549082 0.99985358 7.801e-05 K2
2309.69592295 0.99972011 7.801e-05 K2
2310.75838812 0.99994762 7.801e-05 K2
2310.77882002 0.99996711 7.801e-05 K2
2310.79925203 0.9999624 7.801e-05 K2
2310.81968414 0.99998571 7.801e-05 K2
2310.84011604 1.0000194 7.801e-05 K2
2310.86054815 0.9999941 7.801e-05 K2
2310.88098016 0.99998827 7.801e-05 K2
2310.90141206 1.00005787 7.801e-05 K2
2310.92184417 1.00004464 7.801e-05 K2
2310.94227617 1.00003919 7.801e-05 K2
2310.96270807 1.00014569 7.801e-05 K2
2310.98314018 1.00007665 7.801e-05 K2
2311.00357218 1.00012969 7.801e-05 K2
2311.02400408 1.00010691 7.801e-05 K2
2311.04443619 0.99939051 7.801e-05 K2
2311.06486819 0.99922787 7.801e-05 K2
2311.08530009 0.99920909 7.801e-05 K2
2311.10573219 0.99988041 7.801e-05 K2
2311.12616419 0.99996789 7.801e-05 K2
2311.14659609 0.99998172 7.801e-05 K2
2311.16702819 0.99994417 7.801e-05 K2
2311.18746019 0.99991947 7.801e-05 K2
2311.20789209 0.99995426 7.801e-05 K2
2311.22832419 0.99998993 7.801e-05 K2
2311.24875619 0.99993527 7.801e-05 K2
2311.26918809 0.99988494 7.801e-05 K2
2311.28962018 0.99995426 7.801e-05 K2
2311.31005218 1.00001666 7.801e-05 K2
2311.33048408 1.00002286 7.801e-05 K2
2311.35091617 1.00005406 7.801e-05 K2
2311.37134817 1.0001163 7.801e-05 K2
2312.45424359 0.99993788 7.801e-05 K2
2312.47467557 0.99993722 7.801e-05 K2
2312.49510754 0.99994979 7.801e-05 K2
2312.51553952 1.00002553 7.801e-05 K2
2312.53597149 1.00004685 7.801e-05 K2
2312.55640346 1.00004451 7.801e-05 K2
2312.57683544 1.00007001 7.801e-05 K2
2312.59726741 1.00005589 7.801e-05 K2
2312.61769928 1.00003291 7.801e-05 K2
2312.63813135 1.00007021 7.801e-05 K2
2312.65856332 1.00001151 7.801e-05 K2
2312.6789952 1.00000434 7.801e-05 K2
2312.69942727 1.000001 7.801e-05 K2
2312.71985924 0.99940084 7.801e-05 K2
