#---------------- --------     ------
#BJD - 2450000(d)  Flux        e_flux    
#---------------- --------     ------
 8344.24253570   1.00019739  0.00021488 
 8344.24392460   1.00009271  0.00021488 
 8344.24531350   1.00018562  0.00021488 
 8344.24670230   0.99971645  0.00021488 
 8344.24809120   0.99998955  0.00021488 
 8344.24948010   0.99977997  0.00021488 
 8344.25086890   0.99980599  0.00021488 
 8344.25225780   0.99949241  0.00021488 
 8344.25364670   0.99948333  0.00021488 
 8344.25503550   0.99956844  0.00021488 
 8344.25642440   0.99946836  0.00021488 
 8344.25781330   0.99953397  0.00021488 
 8344.25920210   0.99970538  0.00021488 
 8344.26059100   0.99979419  0.00021488 
 8344.26197990   1.00009919  0.00021488 
 8344.26475760   0.99990043  0.00021488 
 8344.26614650   0.99991235  0.00021488 
 8344.26753530   0.99999366  0.00021488 
 8344.27031310   0.99974411  0.00021488 
 8344.27170190   0.99952843  0.00021488 
 8344.27309080   0.99981664  0.00021488 
 8344.27447970   0.99986995  0.00021488 
 8344.27586850   0.99977617  0.00021488 
 8344.27725740   0.99985129  0.00021488 
 8344.27864620   0.99945552  0.00021488 
 8344.28003510   0.99962423  0.00021488 
 8344.28142400   0.99958055  0.00021488 
 8344.28420170   0.99993467  0.00021488 
 8344.28559060   0.99937932  0.00021488 
 8344.28697940   0.99936844  0.00021488 
 8344.28836830   1.00015042  0.00021488 
 8344.28975720   0.99961636  0.00021488 
 8344.29114600   1.00028665  0.00021488 
 8344.29253490   0.99948681  0.00021488 
 8344.29392380   0.99988261  0.00021488 
 8344.29531260   1.00043770  0.00021488 
 8344.29670150   1.00002534  0.00021488 
 8344.29809040   0.99986947  0.00021488 
 8344.29947920   0.99949581  0.00021488 
 8344.30086810   0.99999190  0.00021488 
 8344.30225700   0.99983253  0.00021488 
 8344.30503470   0.99958229  0.00021488 
 8344.30642360   0.99986459  0.00021488 
 8344.30781240   0.99974062  0.00021488 
 8344.30920130   0.99966535  0.00021488 
 8344.31059020   0.99927239  0.00021488 
 8344.31197900   0.99975479  0.00021488 
 8344.31336790   0.99971581  0.00021488 
 8344.31475680   0.99964564  0.00021488 
 8344.31614560   0.99960106  0.00021488 
 8344.31753450   0.99958509  0.00021488 
 8344.31892340   0.99969630  0.00021488 
 8344.32031220   0.99986672  0.00021488 
 8344.32170110   0.99955246  0.00021488 
 8344.32309000   0.99956358  0.00021488 
 8344.32447880   0.99965690  0.00021488 
 8344.32586770   0.99954483  0.00021488 
 8344.32725660   0.99990733  0.00021488 
 8344.32864540   1.00005825  0.00021488 
 8344.33003430   0.99958210  0.00021488 
 8344.33142310   0.99997870  0.00021488 
 8344.33281200   0.99998053  0.00021488 
 8344.33420090   0.99969727  0.00021488 
 8344.33558970   0.99969989  0.00021488 
 8344.33697860   0.99992471  0.00021488 
 8344.33836750   0.99918838  0.00021488 
 8344.33975630   0.99984016  0.00021488 
 8344.34114520   1.00013967  0.00021488 
 8344.34253410   0.99969612  0.00021488 
 8344.34392290   0.99997903  0.00021488 
 8344.34531180   0.99991766  0.00021488 
 8344.34670070   0.99973360  0.00021488 
 8344.34808950   0.99972983  0.00021488 
 8344.34947840   0.99972455  0.00021488 
 8344.35086730   0.99963319  0.00021488 
 8344.35225610   0.99976781  0.00021488 
 8344.35364500   0.99976503  0.00021488 
 8344.35503390   0.99954498  0.00021488 
 8344.35642270   0.99965390  0.00021488 
 8344.35781160   0.99964623  0.00021488 
 8344.35920050   0.99976255  0.00021488 
 8344.36058930   0.99971168  0.00021488 
 8344.36197820   0.99991379  0.00021488 
 8344.36336710   0.99979993  0.00021488 
 8344.36475590   1.00003274  0.00021488 
 8344.36614480   0.99958130  0.00021488 
 8344.36753370   1.00005590  0.00021488 
 8344.36892250   0.99994264  0.00021488 
 8344.37031140   1.00021805  0.00021488 
 8344.37170030   1.00031107  0.00021488 
 8344.37308910   1.00003842  0.00021488 
 8344.37447800   1.00020544  0.00021488 
 8344.37586690   0.99987529  0.00021488 
 8344.37725570   0.99988182  0.00021488 
 8344.37864460   1.00001934  0.00021488 
 8344.38003350   1.00078812  0.00021488 
 8344.38142230   0.99999191  0.00021488 
 8344.38281120   1.00020312  0.00021488 
 8344.38420000   0.99977379  0.00021488 
 8344.38558890   0.99996030  0.00021488 
 8344.38697780   1.00043220  0.00021488 
 8344.38836660   1.00057592  0.00021488 
 8344.38975550   1.00024178  0.00021488 
 8344.39114440   1.00033850  0.00021488 
 8344.39253320   0.99948900  0.00021488 
 8344.39392210   1.00034697  0.00021488 
 8344.39531100   1.00025191  0.00021488 
 8344.39669980   0.99976718  0.00021488 
 8344.39808870   1.00017158  0.00021488 
 8344.39947760   0.99911770  0.00021488 
 8344.40086640   1.00025414  0.00021488 
 8344.40225530   0.99993460  0.00021488 
 8344.40503300   1.00044373  0.00021488 
 8344.40642190   0.99984081  0.00021488 
 8344.40781080   1.00003133  0.00021488 
 8344.40919960   0.99997077  0.00021488 
 8344.41058850   0.99988951  0.00021488 
 8344.41197740   0.99973376  0.00021488 
 8344.41336620   0.99978669  0.00021488 
 8344.41475510   0.99975113  0.00021488 
 8344.41614400   0.99960468  0.00021488 
 8344.41753280   1.00005328  0.00021488 
 8344.41892170   0.99995662  0.00021488 
 8344.42169940   0.99991540  0.00021488 
 8344.42308830   1.00011492  0.00021488 
 8344.42447720   1.00023744  0.00021488 
 8344.42586600   1.00015399  0.00021488 
 8344.42725490   0.99987015  0.00021488 
 8344.42864380   1.00008627  0.00021488 
 8344.43003260   0.99983553  0.00021488 
 8344.43142150   1.00000285  0.00021488 
 8344.43281030   0.99979601  0.00021488 
 8344.43419920   0.99989534  0.00021488 
 8344.43558810   1.00005346  0.00021488 
 8344.43697690   1.00005860  0.00021488 
 8344.43836580   0.99984976  0.00021488 
 8344.43975470   0.99997928  0.00021488 
 8344.44114350   0.99956726  0.00021488 
 8344.44253240   0.99992397  0.00021488 
 8344.44392130   1.00019038  0.00021488 
 8344.44531010   1.00013013  0.00021488 
 8344.44669900   1.00000628  0.00021488 
 8344.44808790   0.99976354  0.00021488 
 8344.44947670   1.00002556  0.00021488 
 8344.45086560   1.00009709  0.00021488 
 8344.45225450   1.00003344  0.00021488 
 8344.45364330   0.99995978  0.00021488 
 8344.45642110   1.00020134  0.00021488 
 8344.45780990   1.00031087  0.00021488 
 8344.45919880   1.00021232  0.00021488 
 8344.46058770   1.00018847  0.00021488 
 8344.46197650   0.99941168  0.00021488 
 8344.46336540   0.99999697  0.00021488 
 8344.46475430   1.00016090  0.00021488 
 8344.46614310   0.99974828  0.00021488 
 8344.46753200   0.99965363  0.00021488 
 8344.46892090   0.99978856  0.00021488 
 8344.47030970   0.99999478  0.00021488 
 8344.47169860   0.99987794  0.00021488 
 8344.47308750   1.00007876  0.00021488 
 8344.47447630   0.99996362  0.00021488 
 8344.47586520   0.99991156  0.00021488 
 8344.47725410   0.99987301  0.00021488 
 8344.47864290   0.99992285  0.00021488 
 8344.48003180   1.00026536  0.00021488 
 8344.48142060   1.00000993  0.00021488 
 8344.48280950   1.00006887  0.00021488 
 8344.48419840   0.99985134  0.00021488 
 8344.48558720   0.99993067  0.00021488 
 8344.48697610   1.00018339  0.00021488 
 8344.48836500   1.00002835  0.00021488 
 8344.48975380   1.00009819  0.00021488 
 8344.49114270   1.00006684  0.00021488 
 8344.49253160   1.00007739  0.00021488 
 8344.49392040   1.00061708  0.00021488 
 8344.49530930   1.00030895  0.00021488 
 8344.49669820   0.99963787  0.00021488 
 8344.49808700   1.00030415  0.00021488 
 8344.49947590   1.00058287  0.00021488 
 8344.50086480   0.99995568  0.00021488 
 8344.50225360   1.00001392  0.00021488 
 8344.50364250   1.00002037  0.00021488 
 8344.50503140   1.00048986  0.00021488 
 8344.50642020   1.00008765  0.00021488 
 8344.50780910   1.00022769  0.00021488 
 8344.50919800   0.99982048  0.00021488 
 8344.51058680   0.99996411  0.00021488 
 8344.51197570   0.99982077  0.00021488 
 8344.51336460   1.00015839  0.00021488 
 8344.51475340   0.99980257  0.00021488 
 8344.51614230   0.99974803  0.00021488 
 8344.51753120   0.99936002  0.00021488 
 8344.51892000   0.99969433  0.00021488 
 8344.52030890   1.00018823  0.00021488 
 8344.52169780   0.99956125  0.00021488 
 8344.52308660   1.00043700  0.00021488 
 8344.52447550   0.99991651  0.00021488 
 8344.52586440   0.99983237  0.00021488 
 8344.52725320   1.00062733  0.00021488 
 8344.52864210   0.99965399  0.00021488 
 8344.53141980   1.00012394  0.00021488 
 8344.53280870   1.00048615  0.00021488 
 8344.53419750   0.99974368  0.00021488 
 8344.53558640   0.99950706  0.00021488 
 8344.53697530   1.00008485  0.00021488 
 8344.53836410   0.99996531  0.00021488 
 8344.53975300   0.99979159  0.00021488 
 8344.54114190   0.99975394  0.00021488 
 8344.54253070   1.00007196  0.00021488 
 8344.54391960   0.99961736  0.00021488 
 8344.54530850   0.99983199  0.00021488 
 8344.54669730   0.99989134  0.00021488 
 8344.54808620   0.99946234  0.00021488 
 8344.54947510   0.99959488  0.00021488 
 8344.55086390   1.00000078  0.00021488 
 8344.55225280   0.99991645  0.00021488 
 8344.55364170   1.00025046  0.00021488 
 8344.55503050   1.00019532  0.00021488 
 8344.55641940   0.99971633  0.00021488 
 8344.55780830   0.99960570  0.00021488 
 8344.56058600   1.00054590  0.00021488 
 8344.56197490   0.99992463  0.00021488 
 8344.56336370   0.99999128  0.00021488 
 8344.56475260   1.00051537  0.00021488 
 8344.56614150   0.99999669  0.00021488 
 8344.56753030   1.00023291  0.00021488 
 8344.57030810   1.00028302  0.00021488 
 8344.57169690   0.99994862  0.00021488 
 8344.57308580   1.00023264  0.00021488 
 8344.57447470   0.99960867  0.00021488 
 8344.57586350   1.00019436  0.00021488 
 8344.57725240   1.00017871  0.00021488 
 8344.57864120   0.99978282  0.00021488 
 8344.58003010   0.99985207  0.00021488 
 8344.58141900   0.99985483  0.00021488 
 8344.58280780   1.00018104  0.00021488 
 8344.58419670   0.99950379  0.00021488 
 8344.58558560   0.99988660  0.00021488 
 8344.58697440   0.99992915  0.00021488 
 8344.58836330   1.00010639  0.00021488 
 8344.58975220   1.00026242  0.00021488 
 8344.59114100   1.00008461  0.00021488 
 8344.59252990   0.99989649  0.00021488 
 8344.59391880   1.00042218  0.00021488 
 8344.59530760   1.00025876  0.00021488 
 8350.27992830   0.99970142  0.00021488 
 8350.28131710   0.99969011  0.00021488 
 8350.28270600   0.99994869  0.00021488 
 8350.28409480   0.99981299  0.00021488 
 8350.28548370   0.99989348  0.00021488 
 8350.28687260   0.99994179  0.00021488 
 8350.28826140   0.99974130  0.00021488 
 8350.28965030   1.00000490  0.00021488 
 8350.29103910   0.99983612  0.00021488 
 8350.29242800   1.00033022  0.00021488 
 8350.29381690   1.00010325  0.00021488 
 8350.29520570   1.00004398  0.00021488 
 8350.29659460   1.00026980  0.00021488 
 8350.29798350   0.99990725  0.00021488 
 8350.29937230   1.00017588  0.00021488 
 8350.30076120   0.99997933  0.00021488 
 8350.30215000   1.00000348  0.00021488 
 8350.30353890   0.99975124  0.00021488 
 8350.30492780   1.00034977  0.00021488 
 8350.30631660   0.99979895  0.00021488 
 8350.30770550   1.00015790  0.00021488 
 8350.30909440   0.99995197  0.00021488 
 8350.31048320   1.00025153  0.00021488 
 8350.31187210   0.99979642  0.00021488 
 8350.31326090   0.99982760  0.00021488 
 8350.31464980   1.00007337  0.00021488 
 8350.31603870   1.00001396  0.00021488 
 8350.31742750   0.99967117  0.00021488 
 8350.31881640   0.99982035  0.00021488 
 8350.32020520   0.99998804  0.00021488 
 8350.32159410   0.99984365  0.00021488 
 8350.32298300   1.00002395  0.00021488 
 8350.32437180   0.99958478  0.00021488 
 8350.32576070   1.00010867  0.00021488 
 8350.32714960   0.99980500  0.00021488 
 8350.32853840   1.00014871  0.00021488 
 8350.32992730   0.99979445  0.00021488 
 8350.33131610   0.99972639  0.00021488 
 8350.33270500   1.00007060  0.00021488 
 8350.33409390   0.99987515  0.00021488 
 8350.33548270   0.99976500  0.00021488 
 8350.33687160   1.00043390  0.00021488 
 8350.33826050   1.00001598  0.00021488 
 8350.33964930   1.00016142  0.00021488 
 8350.34103820   0.99974350  0.00021488 
 8350.34242700   1.00025643  0.00021488 
 8350.34381590   0.99998482  0.00021488 
 8350.34520480   1.00012638  0.00021488 
 8350.34659360   1.00019695  0.00021488 
 8350.34798250   0.99981405  0.00021488 
 8350.34937130   1.00005681  0.00021488 
 8350.35076020   0.99988661  0.00021488 
 8350.35214910   1.00001669  0.00021488 
 8350.35353790   0.99986529  0.00021488 
 8350.35492680   1.00002128  0.00021488 
 8350.35631570   0.99972350  0.00021488 
 8350.35770450   0.99956681  0.00021488 
 8350.35909340   0.99987100  0.00021488 
 8350.36187110   1.00087307  0.00021488 
 8350.36326000   0.99992505  0.00021488 
 8350.36464880   0.99981418  0.00021488 
 8350.36603770   1.00031778  0.00021488 
 8350.36742650   1.00002453  0.00021488 
 8350.36881540   1.00024875  0.00021488 
 8350.37020430   1.00039408  0.00021488 
 8350.37159310   1.00038283  0.00021488 
 8350.37298200   0.99995270  0.00021488 
 8350.37437090   1.00029943  0.00021488 
 8350.37575970   1.00023359  0.00021488 
 8350.37714860   1.00082001  0.00021488 
 8350.37853740   1.00021182  0.00021488 
 8350.37992630   1.00045997  0.00021488 
 8350.38131520   1.00010687  0.00021488 
 8350.38270400   1.00007234  0.00021488 
 8350.38409290   1.00032651  0.00021488 
 8350.38548180   0.99964844  0.00021488 
 8350.38687060   0.99994921  0.00021488 
 8350.38825950   1.00007639  0.00021488 
 8350.38964830   1.00036736  0.00021488 
 8350.39103720   1.00019198  0.00021488 
 8350.39242610   1.00007239  0.00021488 
 8350.39381490   0.99994151  0.00021488 
 8350.39520380   0.99990302  0.00021488 
 8350.39659260   0.99997223  0.00021488 
 8350.39798150   1.00002415  0.00021488 
 8350.39937040   0.99981799  0.00021488 
 8350.40075920   0.99995660  0.00021488 
 8350.40214810   1.00002813  0.00021488 
 8350.40353700   1.00014346  0.00021488 
 8350.40492580   0.99996361  0.00021488 
 8350.40631470   0.99973307  0.00021488 
 8350.40770350   0.99949494  0.00021488 
 8350.40909240   0.99980096  0.00021488 
 8350.41048130   0.99997271  0.00021488 
 8350.41187010   1.00003506  0.00021488 
 8350.41325900   1.00004562  0.00021488 
 8350.41464780   1.00004979  0.00021488 
 8350.41603670   1.00019355  0.00021488 
 8350.41742560   1.00008153  0.00021488 
 8350.41881440   0.99989883  0.00021488 
 8350.42020330   1.00000930  0.00021488 
 8350.42159220   0.99961482  0.00021488 
 8350.42298100   0.99979470  0.00021488 
 8350.42436990   0.99994988  0.00021488 
 8350.42575870   0.99969960  0.00021488 
 8350.42714760   1.00011567  0.00021488 
 8350.42853650   1.00015937  0.00021488 
 8350.42992530   0.99986060  0.00021488 
 8350.43131420   1.00008070  0.00021488 
 8350.43270300   0.99970075  0.00021488 
 8350.43409190   1.00001375  0.00021488 
 8350.43548080   0.99981559  0.00021488 
 8350.43686960   1.00007820  0.00021488 
 8350.43825850   1.00010073  0.00021488 
 8350.43964740   1.00010137  0.00021488 
 8350.44103620   0.99969555  0.00021488 
 8350.44242510   0.99976479  0.00021488 
 8350.44381390   1.00008411  0.00021488 
 8350.44520280   0.99973319  0.00021488 
 8350.44659170   0.99931579  0.00021488 
 8350.44798050   0.99990660  0.00021488 
 8350.44936940   0.99989737  0.00021488 
 8350.45075820   0.99978515  0.00021488 
 8350.45214710   1.00009210  0.00021488 
 8350.45353600   0.99981310  0.00021488 
 8350.45492480   1.00015605  0.00021488 
 8350.45631370   1.00014864  0.00021488 
 8350.45770260   0.99968577  0.00021488 
 8350.45909140   0.99988894  0.00021488 
 8350.46048030   0.99983484  0.00021488 
 8350.46186910   0.99977785  0.00021488 
 8350.46325800   1.00010443  0.00021488 
 8350.46464690   0.99971287  0.00021488 
 8350.46603570   0.99986457  0.00021488 
 8350.46742460   0.99981629  0.00021488 
 8350.46881340   1.00013149  0.00021488 
 8350.47020230   0.99968835  0.00021488 
 8350.47159120   0.99992946  0.00021488 
 8350.47298000   0.99931365  0.00021488 
 8350.47436890   0.99990693  0.00021488 
 8350.47575780   0.99971579  0.00021488 
 8350.47714660   0.99959565  0.00021488 
 8350.47853550   0.99997926  0.00021488 
 8350.47992430   0.99968464  0.00021488 
 8350.48131320   0.99979249  0.00021488 
 8350.48270210   1.00010852  0.00021488 
 8350.48409090   0.99964433  0.00021488 
 8350.48547980   0.99998237  0.00021488 
 8350.48686860   0.99998204  0.00021488 
 8350.48825750   1.00003751  0.00021488 
 8350.48964640   0.99966613  0.00021488 
 8350.49103520   0.99983990  0.00021488 
 8350.49242410   0.99969600  0.00021488 
 8350.49381300   0.99993067  0.00021488 
 8350.49520180   0.99954370  0.00021488 
 8350.49659070   0.99987507  0.00021488 
 8350.49797950   0.99983808  0.00021488 
 8350.49936840   0.99961441  0.00021488 
 8350.50075730   1.00001269  0.00021488 
 8350.50214610   1.00014959  0.00021488 
 8350.50353500   0.99975085  0.00021488 
 8350.50492380   1.00019883  0.00021488 
 8350.50631270   0.99975880  0.00021488 
 8350.50770160   0.99971963  0.00021488 
 8350.50909040   0.99992395  0.00021488 
 8350.51047930   0.99968931  0.00021488 
 8350.51186820   0.99986534  0.00021488 
 8350.51325700   0.99966081  0.00021488 
 8350.51464590   0.99974995  0.00021488 
 8350.51603470   0.99973311  0.00021488 
 8350.51742360   0.99996195  0.00021488 
 8350.51881250   0.99973953  0.00021488 
 8350.52020130   0.99983829  0.00021488 
 8350.52159020   0.99974667  0.00021488 
 8350.52297900   0.99957836  0.00021488 
 8350.52436790   0.99997681  0.00021488 
 8350.52575680   0.99955343  0.00021488 
 8350.52714560   0.99984989  0.00021488 
 8350.52853450   1.00014696  0.00021488 
 8350.52992340   0.99950751  0.00021488 
 8350.53131220   0.99970879  0.00021488 
 8350.53270110   0.99927733  0.00021488 
 8350.53408990   0.99973930  0.00021488 
 8350.53547880   0.99961302  0.00021488 
 8350.53686770   0.99976113  0.00021488 
 8350.53825650   0.99952476  0.00021488 
 8350.53964540   0.99974607  0.00021488 
 8350.54103420   0.99952811  0.00021488 
 8350.54242310   0.99961774  0.00021488 
 8350.54381200   0.99950138  0.00021488 
 8350.54520080   0.99953662  0.00021488 
 8350.54658970   0.99961666  0.00021488 
 8350.54797860   0.99948701  0.00021488 
 8350.54936740   0.99946707  0.00021488 
 8350.55075630   0.99982409  0.00021488 
 8350.55214510   0.99968976  0.00021488 
 8350.55353400   0.99965893  0.00021488 
 8350.55492290   0.99951851  0.00021488 
 8350.55631170   1.00012873  0.00021488 
 8350.55770060   0.99997532  0.00021488 
 8350.55908940   0.99959782  0.00021488 
 8350.56047830   0.99979199  0.00021488 
 8350.56186720   0.99957630  0.00021488 
 8350.56325600   0.99979307  0.00021488 
 8350.56464490   0.99987436  0.00021488 
 8350.56603380   0.99941939  0.00021488 
 8350.56742260   1.00009434  0.00021488 
 8350.56881150   0.99969078  0.00021488 
 8350.57020030   1.00003816  0.00021488 
 8350.57158920   0.99944302  0.00021488 
 8350.57297810   1.00015379  0.00021488 
 8350.57436690   0.99927718  0.00021488 
 8350.57575580   0.99995865  0.00021488 
 8350.57714460   0.99970210  0.00021488 
 8350.57853350   0.99960364  0.00021488 
 8350.57992240   0.99937150  0.00021488 
 8350.58131120   0.99964982  0.00021488 
 8350.58270010   0.99987175  0.00021488 
 8350.58408900   0.99962012  0.00021488 
 8350.58547780   0.99952528  0.00021488 
 8350.58686670   0.99911747  0.00021488 
 8350.58825550   0.99941311  0.00021488 
 8350.58964440   0.99970905  0.00021488 
 8350.59103330   0.99978731  0.00021488 
 8350.59242210   0.99984608  0.00021488 
 8350.59381100   0.99966347  0.00021488 
 8350.59519980   1.00018582  0.00021488 
 8350.59658870   0.99977023  0.00021488 
 8350.59797760   1.00018609  0.00021488 
 8350.59936640   0.99983961  0.00021488 
 8350.60075530   0.99945874  0.00021488 
 8350.60214420   0.99981911  0.00021488 
 8350.60353300   0.99972762  0.00021488 
 8350.60492190   1.00034539  0.00021488 
 8350.60631070   0.99968545  0.00021488 
 8350.60769960   1.00009174  0.00021488 
 8350.60908850   0.99983228  0.00021488 
 8350.61047730   0.99955832  0.00021488 
 8350.61186620   0.99968744  0.00021488 
 8350.61325500   0.99907982  0.00021488 
 8350.61464390   0.99993040  0.00021488 
 8350.61603280   0.99955696  0.00021488 
 8350.61742160   0.99965560  0.00021488 
 8350.61881050   0.99994203  0.00021488 
 8350.62019940   1.00012827  0.00021488 
 8350.62158820   0.99981645  0.00021488 
 8350.62297710   0.99965242  0.00021488 
 8350.62436590   0.99973558  0.00021488 
 8350.62575480   0.99975545  0.00021488 
 8350.62714370   1.00019599  0.00021488 
 8350.62853250   0.99981889  0.00021488 
 8350.62992140   1.00016675  0.00021488 
 8350.63131020   0.99905561  0.00021488 
 8350.63269910   1.00027792  0.00021488 
 8350.63408800   1.00016502  0.00021488 
 8350.63547680   0.99966605  0.00021488 
 8350.63686570   1.00000762  0.00021488 
 8350.63825450   1.00025801  0.00021488 
 8350.63964340   0.99997304  0.00021488 
 8350.64103230   1.00006615  0.00021488 
 8350.64242110   0.99998067  0.00021488 
 8350.64381000   1.00031907  0.00021488 
 8350.64519890   1.00007111  0.00021488 
 8350.64658770   0.99956857  0.00021488 
 8350.64797660   0.99971829  0.00021488 
 8350.64936540   0.99993981  0.00021488 
 8350.65075430   1.00001295  0.00021488 
 8350.65214320   0.99972161  0.00021488 
 8350.65353200   0.99985555  0.00021488 
 8350.65492090   0.99968951  0.00021488 
 8350.65630970   0.99982856  0.00021488 
 8350.65769860   0.99987781  0.00021488 
 8350.65908750   0.99994847  0.00021488 
 8350.66047630   0.99988385  0.00021488 
 8350.66186520   0.99999141  0.00021488 
 8350.66325410   1.00003428  0.00021488 
 8350.66464290   0.99993567  0.00021488 
 8350.66603180   0.99994585  0.00021488 
 8350.66742060   0.99970195  0.00021488 
 8350.66880950   0.99994873  0.00021488 
 8350.67019840   0.99996993  0.00021488 
 8350.67158720   0.99981443  0.00021488 
 8350.67297610   1.00030481  0.00021488 
 8350.67436490   0.99982094  0.00021488 
 8350.67575380   0.99977196  0.00021488 
 8350.67714270   1.00065873  0.00021488 
 8350.67853150   1.00028037  0.00021488 
 8350.67992040   1.00039378  0.00021488 
 8350.68130920   0.99984844  0.00021488 
 8350.68269810   0.99965188  0.00021488 
 8350.68408700   1.00011429  0.00021488 
 8350.68547580   0.99981565  0.00021488 
 8350.68686470   0.99971729  0.00021488 
 8350.68825360   0.99986363  0.00021488 
 8350.68964240   1.00041696  0.00021488 
 8350.69103130   1.00001173  0.00021488 
 8350.69242010   1.00002709  0.00021488 
 8350.69380900   1.00015885  0.00021488 
 8350.69519790   0.99945234  0.00021488 
 8350.69658670   1.00017368  0.00021488 
 8350.69797560   1.00045345  0.00021488 
 8350.69936440   0.99976765  0.00021488 
 8350.70075330   1.00005853  0.00021488 
 8350.70214220   0.99963853  0.00021488 
 8350.70353100   1.00010610  0.00021488 
 8350.70491990   0.99979991  0.00021488 
 8350.70630880   0.99977861  0.00021488 
 8350.70769760   0.99965471  0.00021488 
 8350.70908650   0.99974852  0.00021488 
 8350.71047530   1.00012611  0.00021488 
 8350.71186420   1.00007323  0.00021488 
 8350.71325310   1.00005585  0.00021488 
 8350.71464190   0.99985308  0.00021488 
 8350.71603080   1.00037808  0.00021488 
 8350.71741960   0.99976074  0.00021488 
 8350.71880850   0.99963577  0.00021488 
 8350.72019740   0.99989970  0.00021488 
 8350.72158620   0.99989934  0.00021488 
 8350.72297510   1.00008948  0.00021488 
 8350.72436390   1.00001244  0.00021488 
 8350.72575280   1.00000799  0.00021488 
 8350.72714170   1.00002975  0.00021488 
 8350.72853050   0.99966822  0.00021488 
 8350.72991940   1.00063126  0.00021488 
 8350.73130830   0.99992225  0.00021488 
 8350.73269710   0.99988902  0.00021488 
 8350.73408600   0.99968111  0.00021488 
 8350.73547480   1.00009748  0.00021488 
 8350.73686370   0.99993307  0.00021488 
 8350.73825260   0.99991626  0.00021488 
 8350.73964140   1.00011544  0.00021488 
 8350.74103030   1.00017914  0.00021488 
 8350.74241910   0.99992135  0.00021488 
 8350.74380800   0.99990835  0.00021488 
 8350.74519690   1.00009096  0.00021488 
 8350.74658570   0.99981928  0.00021488 
 8350.74797460   0.99971030  0.00021488 
 8350.74936350   0.99972802  0.00021488 
 8350.75075230   0.99997514  0.00021488 
 8350.75214120   0.99979717  0.00021488 
 8350.75353000   1.00042599  0.00021488 
 8350.75491890   1.00047743  0.00021488 
 8350.75630780   1.00017037  0.00021488 
 8350.75769660   0.99981922  0.00021488 
 8350.75908550   1.00001177  0.00021488 
 8350.76047430   0.99990652  0.00021488 
 8350.76186320   0.99959589  0.00021488 
 8350.76325210   0.99988014  0.00021488 
 8350.76464090   0.99968151  0.00021488 
 8350.76602980   0.99958248  0.00021488 
 8350.76741860   0.99987205  0.00021488 
 8350.76880750   1.00036142  0.00021488 
 8350.77019640   0.99980141  0.00021488 
 8350.77158520   0.99996739  0.00021488 
 8350.77297410   1.00035058  0.00021488 
 8350.77436300   1.00005007  0.00021488 
 8350.77575180   1.00030806  0.00021488 
 8350.77714070   1.00010937  0.00021488 
 8350.77852950   0.99983257  0.00021488 
 8350.77991840   0.99989118  0.00021488 
 8350.78130730   0.99976379  0.00021488 
 8350.78269610   0.99990411  0.00021488 
 8350.78408500   0.99973583  0.00021488 
 8350.78547380   0.99986285  0.00021488 
 8350.78686270   1.00012778  0.00021488 
 8350.78825160   0.99992661  0.00021488 
 8350.78964040   0.99981345  0.00021488 
 8350.79102930   1.00011379  0.00021488 
 8350.79241810   0.99994143  0.00021488 
 8350.79380700   1.00002168  0.00021488 
 8350.79519590   0.99995503  0.00021488 
 8350.79658470   1.00010899  0.00021488 
 8350.79797360   1.00029825  0.00021488 
 8350.79936250   1.00047671  0.00021488 
 8350.80075130   1.00018658  0.00021488 
 8350.80214020   1.00024205  0.00021488 
 8350.80352900   1.00030743  0.00021488 
 8350.80491790   0.99993100  0.00021488 
 8350.80630680   0.99985589  0.00021488 
 8350.80769560   0.99997597  0.00021488 
 8350.80908450   1.00023787  0.00021488 
 8350.81047330   1.00004536  0.00021488 
 8350.81186220   0.99999846  0.00021488 
 8350.81325110   0.99999506  0.00021488 
 8350.81463990   0.99954926  0.00021488 
 8350.81602880   1.00036179  0.00021488 
 8350.81741760   0.99992870  0.00021488 
 8350.81880650   1.00012492  0.00021488 
 8350.82019540   0.99986004  0.00021488 
 8350.82158420   0.99969066  0.00021488 
 8350.82297310   1.00047861  0.00021488 
 8350.82436200   1.00001603  0.00021488 
 8350.82575080   1.00012117  0.00021488 
 8350.82713970   1.00006532  0.00021488 
 8350.82852850   0.99957435  0.00021488 
 8350.82991740   1.00029792  0.00021488 
 8350.83130630   0.99990096  0.00021488 
 8350.83269510   1.00025653  0.00021488 
 8350.83408400   0.99995219  0.00021488 
 8350.83547280   0.99996085  0.00021488 
 8350.83686170   1.00031634  0.00021488 
 8350.83825060   0.99974029  0.00021488 
 8350.83963940   0.99978977  0.00021488 
 8350.84102830   0.99995126  0.00021488 
 8350.84241710   0.99962753  0.00021488 
 8350.84380600   0.99997784  0.00021488 
 8350.84519490   0.99982502  0.00021488 
 8350.84658370   0.99984932  0.00021488 
 8350.84797260   1.00026324  0.00021488 
 8350.84936150   0.99985873  0.00021488 
 8350.85075030   1.00020276  0.00021488 
 8350.85213920   1.00017427  0.00021488 
 8350.85352800   1.00031179  0.00021488 
 8350.85491690   1.00001770  0.00021488 
 8350.85630580   1.00081067  0.00021488 
 8350.85769460   0.99992115  0.00021488 
 8350.85908350   0.99978048  0.00021488 
 8350.86047230   0.99985212  0.00021488 
 8350.86186120   0.99983126  0.00021488 
